"","orgao","objeto","fornecedor","valor"
"10370","EDUCAÇÃO","2009-0.162.815-4,Centro Social Nossa Senhora do Bom Parto, inscrito no CNPJ 62.264.494/0001-79, aditamento de convênio – CEI Esperança. I","CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO",2125846
"10371","EDUCAÇÃO","DIRETORIA REGIONAL DE EDUCAÇÃO SÃO MATEUS
2012-0.220.528-0((CL)),Associação de Mulheres Jardim Colorado,  aditamento de convênio - CEI Jardim Colorado I.","ASSOCAÇÃO DE MULHERES JARDIM COLORADO",2819823.2
"10372","EDUCAÇÃO","EXTRATO DE TERMO DE CONVÊNIO Nº 340/SME/2012-RI – CRECHE/CENTRO DE EDUCAÇÃO INFANTIL – CEI 2012-0.316.226-6 – PREFEITURA DO MUNICÍPIO DE SÃO PAULO, por meio da SECRETARIA MUNICIPAL DE EDUCAÇÃO e o NÚCLEO ASSISTENCIAL FRATERNO - NAF – CNPJ: Nº 49.826.902/0001-70 – OBJETO: Atendimento às crianças por meio de Centro de Educação Infantil/Creche, segundo as diretrizes técnicas da Secretaria Municipal de Educação e de acordo com o Plano de Trabalho aprovado pela Diretoria Regional de Educação - DRE – VIGÊNCIA: De 01/01/2013 A 30/06/2015 – A CONVENIADA manterá em funcionamento, um Centro de Educação Infantil/Creche com as seguintes características: - NOME: CEI PROFESSORA EUNICE PINHEIRO MACHADO PADOVAN – ENDEREÇO: RUA VITÓRIO AZZALIN, 416 – SÃO MATEUS – CAPACIDADE CONVENIADA: 488 CRIANÇAS, SENDO 174 DE BERÇÁRIO – FAIXA ETÁRIA: 0 A 3 ANOS – VALOR DO “PER CAPITA”: 60 – R$ 467,00; 30 - R$ 373,00; 30 – R$ 346,00; 368 – R$ 326,00, VALOR DO BERÇÁRIO: 174 – R$ 150,00 - VALOR DO PAGAMENTO MENSAL: R$ 169.558,00 - VALOR DO ADI","NÚCLEO ASSISTENCIAL FRATERNO - NAF",6785755.5
"10373","EDUCAÇÃO","EXTRATO DE TERMO DE CONVÊNIO Nº 340/SME/2012-RI – CRECHE/CENTRO DE EDUCAÇÃO INFANTIL – CEI 2012-0.316.226-6 – PREFEITURA DO MUNICÍPIO DE SÃO PAULO, por meio da SECRETARIA MUNICIPAL DE EDUCAÇÃO e o NÚCLEO ASSISTENCIAL FRATERNO - NAF – CNPJ: Nº 49.826.902/0001-70 – OBJETO: Atendimento às crianças por meio de Centro de Educação Infantil/Creche, segundo as diretrizes técnicas da Secretaria Municipal de Educação e de acordo com o Plano de Trabalho aprovado pela Diretoria Regional de Educação - DRE – VIGÊNCIA: De 01/01/2013 A 30/06/2015 – A CONVENIADA manterá em funcionamento, um Centro de Educação Infantil/Creche com as seguintes características: - NOME: CEI PROFESSORA EUNICE PINHEIRO MACHADO PADOVAN – ENDEREÇO: RUA VITÓRIO AZZALIN, 416 – SÃO MATEUS – CAPACIDADE CONVENIADA: 488 CRIANÇAS, SENDO 174 DE BERÇÁRIO – FAIXA ETÁRIA: 0 A 3 ANOS – VALOR DO “PER CAPITA”: 60 – R$ 467,00; 30 - R$ 373,00; 30 – R$ 346,00; 368 – R$ 326,00, VALOR DO BERÇÁRIO: 174 – R$ 150,00 - VALOR DO PAGAMENTO MENSAL: R$ 169.558,00 - VALOR DO ADI","NÚCLEO ASSISTENCIAL FRATERNO - NAF",6785755.5
"10374","EDUCAÇÃO","Celebração de convênio – Creche Daniel Comboni","INSTITUTO DE JUVENTUDE, INICIAÇÃO, FORMAÇÃO E CAPA",1858179
"10375","EDUCAÇÃO","Celebração de convênio – Creche Nossa Senhora da Providência","CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO",1827159
"10376","EDUCAÇÃO","celebração de convênio – CEI São Roberto","CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO",4528693.5
"10377","EDUCAÇÃO","celebração de convênio – CEI Menino Jesus do Jardim Grimaldi","CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO",1945469
"10378","EDUCAÇÃO","Celebração de convênio – Creche Tabor","CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO",5738126.5
"10379","EDUCAÇÃO","((TITULO))POR OMISSÃO DO DOC DE 16/01/2013 - EXTRATO DE TERMO DE CONVÊNIO Nº 525/SME/2012-RP – CRECHE/CENTRO DE EDUCAÇÃO INFANTIL – CRECHE DOM LUCIANO MENDES DE ALMEIDA – DRE SÃO MATEUS((TEXTO))2012-0.321.189-5 – PREFEITURA DO MUNICÍPIO DE SÃO PAULO, por meio da SECRETARIA MUNICIPAL DE EDUCAÇÃO e o CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO – CNPJ: Nº 62.264.494/0001-79 – OBJETO: Atendimento às crianças por meio de Centro de Educação Infantil/Creche, segundo as diretrizes técnicas da Secretaria Municipal de Educação e de acordo com o Plano de Trabalho aprovado pela Diretoria Regional de Educação - DRE – VIGÊNCIA: De 01/01/2013 A 30/06/2015 – A CONVENIADA manterá em funcionamento, um Centro de Educação Infantil/Creche com as seguintes características: - NOME: CRECHE DOM LUCIANO MENDES DE ALMEIDA – ENDEREÇO: ESTEBAN ARACIEL, 87 – PARQUE DOS BANCÁRIOS – CAPACIDADE CONVENIADA: 192 CRIANÇAS, SENDO 36 DE BERÇÁRIO – FAIXA ETÁRIA: 1 A 3 ANOS – VALOR DO “PER CAPITA”: 60 – R$ 467,00; 30 - R$ 373,00; 30 – R$ 346,00; 72 – R","CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO",2394388
"10380","EDUCAÇÃO","Celebração de convênio – Creche Santo Antonio","CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO",1764491
"10381","EDUCAÇÃO","((TITULO)) DIRETORIA REGIONAL DE EDUCAÇÃO SÃO MATEUS
2013-0.029.062-1((CL)),Instituto Arte de Aprender,","INSTITUTO ARTE DE APRENDER",3381466.19
"10382","EDUCAÇÃO","DIRETORIA REGIONAL DE EDUCAÇÃO SÃO MATEUS
2013-0.122.848-2Associação Comunitária de São Mateus, inscrita no CNPJ 02.620.604/0001-66, aditamento de convênio – CEI Passo a Passo II","ASSOCIAÇÃO COMUNITÁRIA DE SÃO MATEUS",1744520.66
"10383","EDUCAÇÃO","DIRETORIA REGIONAL DE EDUCAÇÃO SÃO MATEUS
2013-0.141.671-8((CL)),Centro Social Nossa Senhora do Bom Parto, aditamento de convênio - CEI Sapopemba II.","CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO",2076141
"10384","EDUCAÇÃO","DIRETORIA REGIONAL DE EDUCAÇÃO SÃO MATEUS
2013-0.190.368-6((CL)),Associação Educacional Belchior e Costa","ASSOCAÇÃO EDUCACIONAL BELCHIOR E COSTA",1587302.85
"10385","NEGÓCIOS JURÍDICOS","((TEXTO))((NG))2012-0.049.042-4 - Termo de contrato 3/2012-PGM-G – Locação de Veículos – Aditamento((CL))","REFERÊNCIA LOCADORA DE VEÍCULOS LTDA",12877.5
"10386","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE EQUIPAMENTOS PARA A ÁREA DE ENFERMAGEM","LUIZ CARLOS SALGUEIRO EPP",32080
"10387","INFRA-ESTRUTURA URBANA E OBRAS","Contratação de empresa para a execução de serviços e obras, para a construção de escolas para educação fundamental e infantil, integrantes dos Lotes 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 14 e 15 inseridos no Programa de eliminação do 3º turno oriundos do processo de Pré-qualificação nº 002/10/SIURB","CONSÓRCIO CRONACON / FLASA.",52131750.45
"10388","INFRA-ESTRUTURA URBANA E OBRAS","Contratação de empresa especializada em prestação de serviço de vigilância e segurança patrimonial desarmada.","VANGUARDA SEGURANÇA E VIGILÂNCIA LTDA.",1860000
"10389","EDUCAÇÃO","emergencial de serviços de vigilância e segurança patrimonial em substituição ao TC n° 33/SME/2008 firmado com COPSEG Segurança e Vigilância Ltda. – artigo 24","LÓGICA SEGURANÇA E VIGILANCIA LTDA",2262083.34
"10390","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE EQUIPAMENTOS PARA A ÁREA DE ENFERMAGEM","CIEMAC COM. INTERN. DE EQUIP. MÉDICOS LTDA-EPP",9450
"10391","SUBPREFEITURA: SÉ","Prestação de Serviço de Telefonia Fixa","TELEFONICA BRASIL S/A",52004.88
"10392","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE EQUIPAMENTOS PARA A ÁREA DE ENFERMAGEM","UDIMED COMERCIAL HOSPITALAR LTDA-EPP",5320
"10393","INFRA-ESTRUTURA URBANA E OBRAS","Contratação de empresa para a execução de serviços e obras, para a construção de escolas para educação fundamental e infantil, integrantes dos Lotes 5, 6 e 13 inseridos no Programa de eliminação do 3º turno oriundos do processo de Pré-qualificação nº 002/10/SIURB","KALLAS ENGENHARIA LTDA.",51194343.83
"10394","DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO","AQUISIÇAO DE COMPUTADORES PARA OS CATS","POSITIVO INFORMATICA S.A.",287280.34
"10395","CÂMARA MUNICIPAL","Contratação de empresa para impressão, cópia ou extração de fotos digitais, em papel fotográfico, através de processo automatizado, tamanho 150mm x 210mm, na quantidade mínima anual de 2.400 (duas mil e quatrocentas) e máxima de 24.000 (vinte e quatro mil) unidades.","AP PRODUÇÕES E IMAGENS FOTOGRÁFICAS LTDA - ME.",13620
"10396","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","MANUTENÇÃO PREVENTIVA","ELEVADORES ATLAS SCHINDLER S/A",10320
"10397","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM GRUPOS GERADORES DE ENERGIA.","EMPREITEC CONSTRUÇÕES E MANUTENÇÕES LTDA-EPP",16791
"10398","SUBPREFEITURA: ITAQUERA","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE MANUTENÇÃO E ADEQUAÇÃO DE ESCADARIA HIDRÁULICA E ESCADA DE ACESSO DE PEDESTRES ENTRE AS VIAS LUIS TELES DA SILVA E GASPAR GUTERRES, JARDIM NOSSA SENHORA DO CARMO, ITAQUERA, SÃO PAULO, CONFORME PLANILHA DE PREÇOS – ANEXO II E MEMORIAL DESCRITIVO – ANEXO III DO EDITAL.","HENRIQUES & FIGUEIREDO ENG E CONST LTDA EPP",69644.05
"10399","SUBPREFEITURA: ITAQUERA","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA MANUTENÇÃO, ADEQUAÇÃO E IMPLANTAÇÃO DE ARQUIBANCADA EM ÁREA MUNICIPAL (CAMPO), NA RUA SOVERAL, TRAVESSA DA RUA MALMEQUER DO CAMPO, ITAQUERA, SÃO PAULO, CONFORME PLANILHA DE PREÇOS – ANEXO II E MEMORIAL DESCRITIVO – ANEXO III DO EDITAL.","HENRIQUES & FIGUEIREDO ENG E CONST LTDA EPP",139487.57
"10400","VERDE E MEIO AMBIENTE","Prestação de serviços de segurança e vigilância patrimonial desarmada para os Parques Municipais do Grupo Sul: Guarapiranga, Santo Dias, Nabuco, Alfredo Volpi, Severo Gomes, Cordeiro e Eucaliptos da Secretaria Municipal do Verde e do Meio Ambiente, de acordo com o Termo de Referência (ANEXO II) do edital.","ATLÂNTICO SUL SEGURANÇA E VIGILÂNCIA - EIRELI",640211.82
"10401","VERDE E MEIO AMBIENTE","Prestação de serviços de segurança e vigilância patrimonial desarmada para os Parques Municipais do Grupo Leste: Raul Seixas, Santa Amélia, Chico Mendes, Piqueri, Chácara Das Flores, Jardim Primavera, D. Evaristo Arns (Ermelino), Vila Do Rodeio, Ecol. Prof. Lydia Natalizio Diogo e Zilda Arns (Integração) da Secretaria Municipal do Verde e do Meio Ambiente, de acordo com o Termo de Referência (ANEXO II) do edital.","PRESSSEG SERVIÇOS DE SEGURANÇA LTDA",794664.6
"10402","VERDE E MEIO AMBIENTE","Prestação de serviços de segurança e vigilância patrimonial desarmada para os Parques Municipais do Grupo Leste: Raul Seixas, Santa Amélia, Chico Mendes, Piqueri, Chácara Das Flores, Jardim Primavera, D. Evaristo Arns (Ermelino), Vila Do Rodeio, Ecol. Prof. Lydia Natalizio Diogo e Zilda Arns (Integração) da Secretaria Municipal do Verde e do Meio Ambiente, de acordo com o Termo de Referência (ANEXO II) do edital.","PRESSSEG SERVIÇOS DE SEGURANÇA LTDA",397332.3
"10403","VERDE E MEIO AMBIENTE","Prestação de serviços de segurança e vigilância patrimonial desarmada para o Parque Municipal Anhanguera da Secretaria Municipal do Verde e do Meio Ambiente, de acordo com o Termo de Referência (ANEXO II) do edital.","PRESSSEG SERVIÇOS DE SEGURANÇA LTDA",604949.78
"10404","VERDE E MEIO AMBIENTE","Prestação de serviços de segurança e vigilância patrimonial desarmada para o Parque Municipal Anhanguera da Secretaria Municipal do Verde e do Meio Ambiente, de acordo com o Termo de Referência (ANEXO II) do edital.","PRESSSEG SERVIÇOS DE SEGURANÇA LTDA",983829.84
"10405","INFRA-ESTRUTURA URBANA E OBRAS","OBJETO – Execução das obras e serviços de reforma e adequações das instalações permanentes, visando a realização do 42º Grande Prémio Brasil de Fórmula 1 – 2013, no Autódromo Municipal José Carlos Pace - Interlagos(.","CONSTRUTORA PROGREDIOR LTDA.",4998480.36
"10406","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE EQUIPAMENTO MÉDICO HOSPITALAR","ALACER BIOMÉDICA IND. E ELETRÔNICA LTDA.",21000
"10407","SAÚDE","Contratação de Empresa especializada no fornecimento de Coffee Break para os eventos a serem realizados pela Coordenadoria Regional de Saúde Leste","TMS SERVIÇOS LTDA. EPP",133200
"10408","SAÚDE","Execução de ações de assitência à saúde para atender o Programa Visão do Futuro","INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA",72216
"10409","SÃO PAULO TURISMO","Contratação de Empresa especializada para a Prestação de Serviços de Fornecimento de Vale Alimentação e Refeição por um período de 12 meses, renováveis por iguais ou menores períodos, conforme bases, condições e especificações deste Edital e seus Anexos.","SODEXO PASS DO BRASIL SERVIÇOS E COMÉRCIO S/A.",NA
"10410","SÃO PAULO TURISMO","Contratação de empresa especializada em administração, gerenciamento, emissão, distribuição e fornecimento de documentos de ligitimação – vale alimentação e vale refeição, na forma de créditos a serem carregados em cartões eletrônicos, magnéticos ou smartcards, destinados aos diretores, empregados (efetivos e temporários), estagiários e aprendizes da São Paulo Turismo S/A, com o credenciamento de estabelecimentos especializados, por um período de 12 meses, renováveis por iguais ou menores períodos, conforme bases, condições e especificações do Edital e seus Anexos.","SODEXO PASS DO BRASIL SERVIÇOS E COMÉRCIO S/A.",9127599.1
"10411","VERDE E MEIO AMBIENTE","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE MANEJO E CONSERVAÇÃO NOS PARQUES MUNICIPAIS QUE INTEGRAM O CHAMADO GRUPO CEMUCAM: PARQUE CEMUCAM, PARQUE RAPOSO TAVARES, PARQUE PREVIDÊNCIA, PARQUE LUÍS CARLOS PRESTES e PARQUE ALFREDO VOLPI.","CONSTRURBAN LOGÍSTICA AMBIENTAL LTDA",1525999.56
"10412","SAÚDE","Execução de assistência à saúde.","FUNDAÇÃO SÃO PAULO",1680000
"10413","VERDE E MEIO AMBIENTE","Prestação de serviços de segurança e vigilância patrimonial desarmada para o Departamento de Gestão Descentralizada – DGD CENTRO OESTE 2 da SVMA, de acordo com o Termo de Referência (ANEXO II) do edital.","ATENTO SÃO PAULO SERVIÇOS DE SEGURANÇA PATRIMONIAL",46999.74
"10414","SAÚDE","Execução de assistência na área da saúde aos portadores de dependência de substâncias psicoativas que necessitem de serviços médico-hospitalares a serem prestados a qualquer indivíduo, sob a regulação e autorização do Complexo Regulador Municipal.","Casa de Saúde Nossa Senhora do Caminho",2e+05
"10415","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO","ATA DE REGISTRO DE PREÇOS PARA EVENTUAL E FUTURA AQUISIÇÃO DE PROJETOR DE VIDEO PORTÁTIL","VINCENT COMÉRCIO DE ELETRO ELETRÔNICOS LTDA",2411
"10416","INFRA-ESTRUTURA URBANA E OBRAS","((NG))PROCESSO:  2013-0.136.147-6((CL)).
((NG))Concorrência 036120130 - SPOBRAS((CL)).
                ((NG))OBJETO – Execução de obras do programa de mobilidade urbana, compreendendo a execução das obras do empreendimento 9 -  Corredor Inajar de Souza((CL)).
((CONTRATO 050/SIURB/13((CL)).    
((NG))VALOR – R$169.751.131,88((CL)).
((NG))CONTRATADA – CONSÓRCIO MOBILIDADE SP (SERVENG-CIVILSAN / GALVÃO ENGENHARIA)((CL)). 
((NG))PRAZO – O prazo de vigência do presente Contrato é de 28  meses, contados a partir da data da assinatura do Contrato. O prazo de execução das obras e serviços objeto do presente Contrato é de 24 meses, a contar da data fixada na Ordem de Início((CL)).","CONSÓRCIO MOB. SP(SERVENG-CIVIL.GALVÃO ENGª)",169751131.88
"10417","INFRA-ESTRUTURA URBANA E OBRAS","Contratação de empresa para a execução de serviços e obras, para a construção de escolas para educação fundamental e infantil, integrantes dos Lotes 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 14 e 15 inseridos no Programa de eliminação do 3º turno oriundos do processo de Pré-qualificação nº 002/10/SIURB","HELENO & FONSECA CONSTRUTÉCNICA S/A.",51620250
"10418","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO","PRESTAÇÃO DE SERVIÇOS DE INSTALAÇÃO DE INFRAESTRUTURA DE REDES SEM FIO, COM MANUTENÇÃO, SUPORTE, CABEAMENTO, LINK INTERNET E DEMAIS EQUIPAMENTOS NECESSÁRIOS, DORAVANTE DENOMINADA “PRESTAÇÃO DE SERVIÇOS”, EM ÁREAS EXTERNAS, DENTRO DOS LIMITES GEOGRÁFICOS DO MUNICÍPIO DE SÃO PAULO","CONSÓRCIO ZIVA-AMERICA NET",15164000
"10419","SÃO PAULO TURISMO","Contratação das Agremiações Carnavalescas do Grupo Especial e do Grupo de Acesso","UNIDOS DA VILA MARIA / LIGA",NA
"10420","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO","PRESTAÇÃO DE SERVIÇOS DE INSTALAÇÃO DE INFRAESTRUTURA DE REDES SEM FIO, COM MANUTENÇÃO, SUPORTE, CABEAMENTO, LINK INTERNET E DEMAIS EQUIPAMENTOS NECESSÁRIOS, DORAVANTE DENOMINADA “PRESTAÇÃO DE SERVIÇOS”, EM ÁREAS EXTERNAS, DENTRO DOS LIMITES GEOGRÁFICOS DO MUNICÍPIO DE SÃO PAULO","CONSÓRCIO ZIVA-AMERICA NET",15164000
"10421","SERVIÇOS","Telecentro","Associação PROBRASIL",18720
"10422","INFRA-ESTRUTURA URBANA E OBRAS","Prestação de serviços técnicos profissionais para elaboração de projeto viário da Ponte Raimundo Pereira de Magalhães.","PLANSERVI ENGENHARIA LTDA.",14522.62
"10423","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços e obras para Construção da Bibliotea Sérgio Buarque deHolanda  - Obras remanescentes","REFERMA CONSTRUÇÕES LTDA.",2183079.79
"10424","EDUCAÇÃO","Celebração de Convênio em continuidade","CRUZADA PRÓ-INFÂNCIA",1664497.98
"10425","EDUCAÇÃO","Celebração de convênio em continuidade, adequação da faixa etária nos termos das Portarias 5.471/12, 5.927/12, 3.477/11 e alterações posteriores","CENTRO ORGANIZADO DE REVALORIZAÇÃO INFANTIL E SOCI",1168748.75
"10426","EDUCAÇÃO","CELEBRAÇÃO DE CONVENIO","ASSOCIAÇÃO DOS MORADORES DO JARDIM ÁUREA",1632327.5
"10427","EDUCAÇÃO","Celebração de convênio","ASSOCIAÇÃO DE MORADORES, MÃES E SENHORAS DO PARQUE",3288897.5
"10428","SAÚDE","Atendimento de demanda reprimida em cirurgia ortopédica, com ou sem indicação de prótese.","ASSOC BENEF DE ASSISTÊNCIA SOCIAL N S DO PARI",150000
"10429","SÃO PAULO TURISMO","Contratação das Agremiações Carnvalescas dos Grupos I, II, III, IV para o Carnaval Paulistano 2014 no Pólo Esportivo e Cultural Grande Otelo (Sambodromo) e Bairros","UNIDOS DE SANTA BÁRBARA",169924.51
"10430","SÃO PAULO TURISMO","Contratação das Agremiações Carnvalescas dos Grupos I, II, III, IV para o Carnaval Paulistano 2014 no Pólo Esportivo e Cultural Grande Otelo (Sambodromo) e Bairros","TRADIÇÃO ALBERTINENSE",78489.6
"10431","SÃO PAULO TURISMO","Contratação das Agremiações Carnvalescas dos Grupos I, II, III, IV para o Carnaval Paulistano 2014 no Pólo Esportivo e Cultural Grande Otelo (Sambodromo) e Bairros","UNIÃO DA VILA ALBERTINA",52233.51
"10432","SÃO PAULO TURISMO","Contratação das Agremiações Carnvalescas dos Grupos I, II, III, IV para o Carnaval Paulistano 2014 no Pólo Esportivo e Cultural Grande Otelo (Sambodromo) e Bairros","CAPRICHOSOS DA ZONA SUL",96629.15
"10433","ESPORTES, LAZER E RECREAÇÃO","Prestação de serviços de limpeza, asseio e conservação predial, visando a obtenção de adequadas condições de salubridade e higiene, com a disponibilização de mão-de-obra, saneantes domissanitários, materiais e equipamentos, limpeza de caixas d’agua, dedetização, desratização e desinsetização nas dependências dos Clubes Escolas.","GUIMA CONSECO CONSTRUÇÃO, SERVIÇOS E COMÉRCIO LTDA",324888.27
"10434","INFRA-ESTRUTURA URBANA E OBRAS","Contratação de empresa especializada em prestação de serviço de transporte com veículos, incluindo motorista e combustível, de quilometragem livre, em conformidade com o descrito nas Especificações Técnicas do Objeto (Anexo II) e demais regras estabelecidas no edital e seus anexos.","GN GEREN. NACIONAL DE TRANSP. E SERV. GERAIS LTDA.",67500
"10435","SÃO PAULO TURISMO","Contratação das Agremiações Carnvalescas dos Grupos I, II, III, IV para o Carnaval Paulistano 2014 no Pólo Esportivo e Cultural Grande Otelo (Sambodromo) e Bairros","CAPRICHOSOS DO PIQUERI",78878.39
"10436","SÃO PAULO TURISMO","Contratação das Agremiações Carnvalescas dos Grupos I, II, III, IV para o Carnaval Paulistano 2014 no Pólo Esportivo e Cultural Grande Otelo (Sambodromo) e Bairros","GAROTOS DA VILA SANTA MARIA",103254.43
"10437","SÃO PAULO TURISMO","Contratação das Agremiações Carnvalescas dos Grupos I, II, III, IV para o Carnaval Paulistano 2014 no Pólo Esportivo e Cultural Grande Otelo (Sambodromo) e Bairros","MOCIDADE AMAZONENSE",90878.9
"10438","SÃO PAULO TURISMO","Contratação das Agremiações Carnvalescas dos Grupos I, II, III, IV para o Carnaval Paulistano 2014 no Pólo Esportivo e Cultural Grande Otelo (Sambodromo) e Bairros","MOCIDADE INDEPENDENTE DA ZONA LESTE",89003.82
"10439","SÃO PAULO TURISMO","Contratação das Agremiações Carnvalescas dos Grupos I, II, III, IV para o Carnaval Paulistano 2014 no Pólo Esportivo e Cultural Grande Otelo (Sambodromo) e Bairros","NÃO EMPURRA QUE É PIOR",100879.33
"10440","DIREITOS HUMANOS E CIDADANIA","Secretaria Municipal de Direitos Humanos e Cidadania – SMDHC - Contratação de serviço de consultoria/curadoria para Projeto Cine Direitos Humanos. - ANHANGABAU PRODUÇÕES LTDA-ME","ANHANGABAÚ PRODUÇÕES LTDA-ME",180000
"10441","SÃO PAULO TURISMO","Contratação das Agremiações Carnvalescas dos Grupos I, II, III, IV para o Carnaval Paulistano 2014 no Pólo Esportivo e Cultural Grande Otelo (Sambodromo) e Bairros","CHORÕES DA TIA GÊ",108379.65
"10442","SÃO PAULO TURISMO","Contratação das Agremiações Carnvalescas dos Grupos I, II, III, IV para o Carnaval Paulistano 2014 no Pólo Esportivo e Cultural Grande Otelo (Sambodromo) e Bairros","O KACIKE DA VILA",84628.65
